('Total Revenue', '416,161,000', '416,161,000', '391,035,000', '383,285,000', '394,328,000')
         943565 function calls (919115 primitive calls) in 7.878 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
       24    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
       43    0.000    0.000    0.000    0.000 typing.py:2696(overload)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       10    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
       12    0.000    0.000    0.000    0.000 cookiejar.py:691(reach)
      170    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        5    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
       43    0.000    0.000    0.000    0.000 message.py:515(set_raw)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       49    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       36    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
        1    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
      168    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       70    0.000    0.000    0.000    0.000 enum.py:762(__delattr__)
       70    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
        2    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
       11    0.000    0.000    0.000    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
       14    0.000    0.000    0.000    0.000 enum.py:985(_find_data_type_)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:278(handle_decl)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
      142    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 models.py:207(register_hook)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
      221    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        7    0.000    0.000    0.000    0.000 element.py:530(get_text)
      157    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       25    0.000    0.000    0.000    0.000 threading.py:398(notify)
        1    0.000    0.000    0.000    0.000 dammit.py:683(find_declared_encoding)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
        1    0.000    0.000    0.000    0.000 connection.py:621(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 response.py:356(_get_decoder)
        1    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
        2    0.000    0.000    0.000    0.000 response.py:830(_init_length)
       19    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
       98    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 poolmanager.py:281(clear)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
       10    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
      262    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
       13    0.000    0.000    0.000    0.000 connection.py:459(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      222    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       10    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
        7    0.000    0.000    0.000    0.000 financial.py:45(<genexpr>)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
      197    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 socket.py:782(close)
       41    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1734(clear_expired_cookies)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1161(return_ok_domain)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:1012(_find_new_)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1214(path_return_ok)
        6    0.000    0.000    0.000    0.000 calendar.py:689(timegm)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x1058619e0}
        3    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        1    0.000    0.000    0.000    0.000 wait.py:57(poll_wait_for_socket)
       21    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        6    0.000    0.000    0.000    0.000 enum.py:1218(_add_alias_)
        1    0.000    0.000    0.000    0.000 response.py:656(_flush_decoder)
        1    0.000    0.000    0.000    0.000 response.py:132(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        7    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
       18    0.000    0.000    0.000    0.000 element.py:2068(_all_strings)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        7    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
       15    0.000    0.000    0.000    0.000 filter.py:492(_make_match_rules)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
        2    0.000    0.000    0.000    0.000 fnmatch.py:85(_translate)
       29    0.000    0.000    0.000    0.000 element.py:2368(get_attribute_list)
        1    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        1    0.000    0.000    0.000    0.000 response.py:689(HTTPResponse)
        3    0.000    0.000    0.000    0.000 __init__.py:1497(debug)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:331(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        7    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
      166    0.000    0.000    0.000    0.000 enum.py:1335(value)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:555(options)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x10a1916c0}
        2    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
       26    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        3    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        7    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
       21    0.000    0.000    0.000    0.000 util.py:19(to_str)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       51    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        9    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
       43    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
      270    0.000    0.000    0.000    0.000 enum.py:1215(__init__)
        3    0.000    0.000    0.000    0.000 copy.py:248(_reconstruct)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:108(_check_methods)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        6    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 request.py:44(_TYPE_FAILEDTELL)
        1    0.000    0.000    0.000    0.000 dammit.py:540(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        6    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
       43    0.000    0.000    0.000    0.000 _collections.py:295(__iter__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
      121    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 cookies.py:440(_copy_cookie_jar)
       59    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        1    0.000    0.000    0.000    0.000 response.py:399(get)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
       25    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 mimetypes.py:426(_default_mime_types)
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
       47    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        1    0.000    0.000    0.000    0.000 client.py:867(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
       16    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:988(find_codec)
        3    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 request.py:197(body_to_chunks)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
       10    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_entityref)
        6    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        2    0.000    0.000    0.000    0.000 socket.py:694(__init__)
      135    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.000    0.000 wait.py:74(do_poll)
        9    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
        2    0.000    0.000    0.000    0.000 utils.py:504(_parse_content_type_header)
        2    0.000    0.000    0.000    0.000 models.py:334(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        1    0.000    0.000    0.000    0.000 response.py:451(BaseHTTPResponse)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.000    0.000 __init__.py:654(DistributionFinder)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        7    0.000    0.000    0.000    0.000 enum.py:934(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1764(isEnabledFor)
       26    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        6    0.000    0.000    0.000    0.000 filter.py:224(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 parse.py:536(urlunsplit)
        1    0.000    0.000    0.000    0.000 response.py:191(flush)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:553(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:1277(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:978(urlencode)
        5    0.000    0.000    0.000    0.000 functools.py:867(_is_union_type)
       22    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
       47    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
       16    0.000    0.000    0.000    0.000 css_parser.py:459(__init__)
      168    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1188(domain_return_ok)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       26    0.000    0.000    0.000    0.000 connection.py:412(<genexpr>)
        1    0.000    0.000    0.000    0.000 cookies.py:428(copy)
        3    0.000    0.000    0.000    0.000 _local.py:498(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        6    0.000    0.000    0.000    0.000 functools.py:871(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2728(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.000    0.000 parse.py:338(geturl)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       12    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
       21    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       25    0.000    0.000    0.000    0.000 queue.py:306(_qsize)
        2    0.000    0.000    0.000    0.000 sessions.py:781(get_adapter)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       12    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
        1    0.000    0.000    0.000    0.000 _local.py:245(_from_parsed_parts)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:945(pop)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 _common.py:19(package_to_anchor)
        4    0.000    0.000    0.000    0.000 typing.py:2503(_strip_annotations)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       24    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       15    0.000    0.000    0.000    0.000 client.py:1066(_output)
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
       70    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
        2    0.000    0.000    0.000    0.000 sessions.py:799(mount)
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        2    0.000    0.000    0.000    0.000 utils.py:626(unquote_unreserved)
        2    0.000    0.000    0.000    0.000 fnmatch.py:157(_join_translated_parts)
        2    0.000    0.000    0.000    0.000 enum.py:1720(global_enum)
       13    0.000    0.000    0.000    0.000 <frozen posixpath>:53(normcase)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:1005(_codec)
        7    0.000    0.000    0.000    0.000 enum.py:346(__init__)
      104    0.000    0.000    0.000    0.000 enum.py:919(<lambda>)
        1    0.000    0.000    0.000    0.000 _meta.py:11(PackageMetadata)
       11    0.000    0.000    0.000    0.000 dammit.py:1371(numeric_character_reference)
        4    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
        4    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        2    0.000    0.000    0.000    0.000 _local.py:277(_raw_path)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
       28    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        1    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
       12    0.000    0.000    0.000    0.000 queue.py:312(_get)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        5    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
       13    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
        2    0.000    0.000    0.000    0.000 response.py:388(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:411(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        3    0.000    0.000    0.000    0.000 _local.py:117(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
       16    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 idna.py:378(getregentry)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.000    0.000 ssl_.py:487(is_ipaddress)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       21    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       34    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
        6    0.000    0.000    0.000    0.000 connection.py:169(host)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       26    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        6    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 client.py:949(_wrap_ipv6)
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        6    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        1    0.000    0.000    0.000    0.000 functools.py:677(cache)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:203(Path)
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
       16    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        1    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 parse.py:156(username)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        6    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 models.py:393(prepare_method)
       42    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        2    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        5    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:971(clear)
        1    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
       26    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 _collections.py:204(HTTPHeaderDict)
        5    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 response.py:554(retries)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
        1    0.000    0.000    0.000    0.000 inspect.py:3016(__init__)
        2    0.000    0.000    0.000    0.000 response.py:1283(closed)
        1    0.000    0.000    0.000    0.000 parse.py:692(unquote)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
       59    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
       12    0.000    0.000    0.000    0.000 queue.py:309(_put)
       27    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        7    0.000    0.000    0.000    0.000 enum.py:963(_find_data_repr_)
        2    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
        2    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        1    0.000    0.000    0.000    0.000 calendar.py:96(_localized_month)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        2    0.000    0.000    0.000    0.000 message.py:335(set_payload)
       25    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 parse.py:175(port)
        1    0.000    0.000    0.000    0.000 dammit.py:645(strip_byte_order_mark)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:42(_get_sep)
        1    0.000    0.000    0.000    0.000 functools.py:887(<lambda>)
